Exposure	Outcome	ivw_Estimate	ivw_Pvalue	ivw_CILower	Pearson_E	Pearson_P
ENGASEpS66	MCM2	-0.218297961	4.57E-05	-0.323246053	-0.119800243	0.758845048
ENGASEpS66	RRM1	-0.197754295	4.57E-05	-0.292829539	-0.470589418	0.239257962
ENGASEpS66	SDSL	0.132281258	3.87E-05	0.069275139	0.681530915	0.062691098
PLEKHO2pS389	ABHD13	0.386353895	8.43E-06	0.216335512	0.972181151	5.27E-05
PLEKHO2pS389	ARL6IP1	0.551879429	4.05E-05	0.288343635	0.499582883	0.002628318
PLEKHO2pS389	ATXN10	0.496172467	5.12E-05	0.256056702	0.34841242	0.040252726
PLEKHO2pS389	BRMS1	-1.592098627	7.07E-06	-2.286856603	-0.111013879	0.760127889
PLEKHO2pS389	C12orf43	1.1088902	3.23E-05	0.586053089	0.361874262	0.203586897
PLEKHO2pS389	C1orf50	0.516978143	3.53E-05	0.272018547	0.329696916	0.053095599
PLEKHO2pS389	CAMK1D	0.628919121	1.15E-05	0.347876256	0.415812768	0.012980951
PLEKHO2pS389	CAV2	-0.941347558	2.39E-07	-1.298464449	-0.552344054	0.000859604
PLEKHO2pS389	CCDC186	0.70981273	2.23E-05	0.381736361	0.314666665	0.065611879
PLEKHO2pS389	CDC27	0.522218375	4.73E-05	0.270653241	0.355490339	0.0458568
PLEKHO2pS389	CDH5	-0.731566429	1.38E-05	-1.061376272	-0.303007021	0.091841338
PLEKHO2pS389	CEP68	0.631324137	2.06E-05	0.340735735	0.754646065	0.00726977
PLEKHO2pS389	CHUK	0.671541911	2.66E-05	0.358242938	0.268314773	0.12495585
PLEKHO2pS389	COMMD4	0.412111849	1.44E-05	0.225882718	0.565304584	0.000402383
PLEKHO2pS389	DCTPP1	0.710436784	4.97E-06	0.405481828	0.399991474	0.019083665
PLEKHO2pS389	DTD1	0.601935601	7.63E-07	0.363339947	0.434170176	0.011584513
PLEKHO2pS389	EIF2B2	0.39675741	2.37E-07	0.246283586	0.280388924	0.102790149
PLEKHO2pS389	FHIP1B	-1.188394975	3.49E-12	-1.523226581	-0.696845615	0.000220294
PLEKHO2pS389	DENND10	0.532491628	4.99E-11	0.373665896	0.639328985	3.56E-05
PLEKHO2pS389	GCNT1	-0.025505525	4.09E-06	-0.036356498	-0.769891404	0.009193189
PLEKHO2pS389	HSP90AB2P	0.670241134	1.28E-05	0.36918948	0.463424643	0.009903484
PLEKHO2pS389	ITGA2B	-1.081134383	3.50E-06	-1.537881816	-0.510160875	0.009175482
PLEKHO2pS389	CIP2A	-0.824707313	1.52E-05	-1.19837168	-0.292420222	0.271748599
PLEKHO2pS389	KIF3C	0.029897685	1.08E-05	0.0165789	0.068841322	0.840606008
PLEKHO2pS389	LZIC	0.442051303	4.32E-05	0.23018682	0.544679711	0.000717069
PLEKHO2pS389	MAD2L1	-0.015076405	9.59E-06	-0.021752278	-0.626830941	0.009360957
PLEKHO2pS389	MSMO1	0.446689009	4.58E-05	0.23190753	0.548874516	0.001386529
PLEKHO2pS389	NAE1	0.444054	1.04E-05	0.246601496	0.556360847	0.000519339
PLEKHO2pS389	NCDN	0.587443767	2.94E-05	0.311891737	0.395432652	0.020626646
PLEKHO2pS389	NHLRC2	0.543420502	5.07E-09	0.361189866	0.518726978	0.001410242
PLEKHO2pS389	NUBP1	0.377573089	5.34E-05	0.194410602	0.421454658	0.011685546
PLEKHO2pS389	PAF1	0.538664311	2.21E-05	0.289800816	0.436566682	0.008741918
PLEKHO2pS389	TENT2	-1.221862312	1.75E-14	-1.534197773	-0.728579795	0.000909376
PLEKHO2pS389	PF4	-0.820484368	3.66E-05	-1.210061136	-0.259960766	0.255101345
PLEKHO2pS389	PLA2G12A	0.665148403	1.36E-05	0.365474802	0.43005146	0.084888611
PLEKHO2pS389	PPP2R5A	0.607536987	8.34E-08	0.385361814	0.550673926	0.000608559
PLEKHO2pS389	ENSG00000270495	1.046592104	1.09E-05	0.580136026	0.370316669	0.212934614
PLEKHO2pS389	PRR36	-0.043840421	5.57E-06	-0.06275819	-0.856991171	0.006550056
PLEKHO2pS389	RANBP3	0.383155692	5.94E-06	0.217329495	0.344757788	0.042540064
PLEKHO2pS389	SGTA	0.401629605	3.57E-07	0.24698678	0.522688439	0.001276306
PLEKHO2pS389	TBC1D9B	0.320234365	1.81E-05	0.173835533	0.318069527	0.062592882
PLEKHO2pS389	TBCD	0.455219524	4.89E-08	0.291673574	0.595320086	0.000161673
PLEKHO2pS389	TBL1XR1	0.381291898	1.06E-05	0.211606052	0.270189306	0.116469535
PLEKHO2pS389	TFAP2A	-0.020869493	2.33E-06	-0.029530868	-0.585164271	0.127551055
PLEKHO2pS389	TNFRSF21	0.039203763	8.49E-06	0.021946405	0.727835211	0.026216789
PLEKHO2pS389	TTC38	0.671642351	5.88E-07	0.408099178	0.456268635	0.005871258
PLEKHO2pS389	TTLL12	0.449052895	3.65E-05	0.235868891	0.340643887	0.045239035
PLEKHO2pS389	VPS36	0.566492137	6.51E-08	0.361043476	0.615992918	8.17E-05
PLEKHO2pS389	WDR61	0.220626045	6.32E-06	0.124859925	0.53500663	0.000928519
HDAC7pS486	ARL3	0.741670598	1.48E-05	0.406056226	0.331494181	0.051735997
HDAC7pS486	C12orf43	1.307424932	1.21E-06	0.779527331	0.691289132	0.018473872
HDAC7pS486	CDC27	0.939215576	1.99E-05	0.5077078	0.475997471	0.004434115
HDAC7pS486	CHUK	1.348343974	4.74E-08	0.864399273	0.531577431	0.001015732
HDAC7pS486	FHIP1B	-1.395872265	6.96E-06	-2.004522428	-0.659498109	0.000247527
HDAC7pS486	DENND10	0.788453468	3.07E-09	0.527763359	0.724775428	8.50E-07
HDAC7pS486	HSP90AB2P	1.032564186	4.94E-05	0.533920949	0.430831181	0.013830567
HDAC7pS486	KLHL26	-2.602428387	1.74E-11	-3.360788925	-0.657860527	0.010547422
HDAC7pS486	NHLRC2	0.748523932	2.70E-05	0.398989781	0.532744016	0.000985285
HDAC7pS486	TENT2	-1.579750722	2.60E-08	-2.13597328	-0.585885931	0.010618878
HDAC7pS486	PF4	-1.325391263	3.83E-05	-1.956301048	-0.517345503	0.016313823
HDAC7pS486	PPP2R5A	0.87265189	2.78E-05	0.464502369	0.636490217	3.95E-05
HDAC7pS486	VPS36	0.892294317	2.35E-05	0.47874133	0.521348749	0.001320291
RSPH1pS297	ABHD5	0.200108667	1.57E-05	0.109280085	0.520180202	0.100941758
RSPH1pS297	ANGPTL2	0.32003743	4.04E-05	0.167241166	0.143524689	0.595912253
RSPH1pS297	CILP	0.546004576	3.99E-06	0.313974232	0.40338554	0.193495993
RSPH1pS297	IGFBP3	0.348617321	9.35E-07	0.209313273	0.62926001	0.015904158
RSPH1pS297	JADE2	0.266998241	4.49E-05	0.138752593	0.844575062	0.004171985
RSPH1pS297	LRP10	0.269393929	2.20E-06	0.157866105	-0.363806792	0.375662067
RSPH1pS297	MIEF1	0.209977953	3.33E-05	0.110800478	0.496672794	0.173790863
RSPH1pS297	UIMC1	0.351458395	2.07E-05	0.189653697	0.613857476	0.078671148
PABIR1pS37	ATF7IP	-1.744327713	7.00E-06	-2.505141621	-0.72096256	0.002422052
PABIR1pS37	BET1	1.503328635	3.33E-05	0.793234409	0.308786868	0.198336594
PABIR1pS37	CARS2	1.376562861	1.37E-06	0.817823807	0.583233368	0.011065376
PABIR1pS37	EXT2	1.677828372	3.67E-06	0.967489699	0.628053355	0.012171902
PABIR1pS37	NOC4L	1.745023565	8.23E-06	0.978016546	0.245821415	0.31037146
PABIR1pS37	TMEM68	1.869175959	3.52E-05	0.983569668	0.234426878	0.400360647
PABIR1pS37	ZBTB40	2.628864106	3.86E-05	1.376953767	0.754782251	0.030416252
SLC41A3pS13	MAP2K6	-3.028187911	4.62E-12	-3.886281988	-0.80297545	3.49E-05
SLC41A3pS13	TREM2	2.720189461	1.07E-05	1.509034237	0.577640155	0.030518561
HSPA12BpS276	ATP6AP1	0.37606329	3.37E-06	0.217441866	0.443061583	0.199698162
HSPA12BpS276	CHL1	1.128058262	4.92E-05	0.583410245	0.860406544	0.006108319
HSPA12BpS276	ERAP2	0.718975602	2.58E-05	0.384077207	-0.284203754	0.458592823
HSPA12BpS276	GRK5	0.478786452	2.95E-05	0.254125197	0.257375111	0.503767139
HSPA12BpS276	COPS9	0.511542503	4.05E-05	0.267285931	0.53177217	0.14060836
HSPA12BpS276	PALMD	0.559654025	1.72E-05	0.30444188	0.562882616	0.146333044
HSPA12BpS276	RABGAP1L	-0.718958422	8.91E-06	-1.036185872	-0.741081402	0.009065387
HSPA12BpS276	SDAD1	0.562924063	1.65E-05	0.306772259	-0.00302385	0.993385388
HSPA12BpS276	SERPINB7	-1.251023219	2.12E-06	-1.768114212	-0.339319509	0.337458758
HSPA12BpS276	STX3	0.46125412	3.02E-05	0.244541094	0.004218024	0.990773237
HSPA12BpS276	UQCC1	0.413430005	3.03E-05	0.219176983	0.15388048	0.651457086
ZNF641pS426	AP5M1	-0.533005201	4.86E-05	-0.790182925	-0.75894023	0.000411622
ZNF641pS426	BCKDHB	0.460534559	7.65E-09	0.304259888	0.524732728	0.030570413
ZNF641pS426	CDK12	-0.497965353	5.11E-05	-0.738921653	-0.535430981	0.059331158
ZNF641pS426	CENPV	0.594842894	3.45E-05	0.313334826	0.516937164	0.04847196
ZNF641pS426	COQ5	0.426776969	1.21E-05	0.235613811	0.76694964	0.000327687
ZNF641pS426	COX6A1	-0.826595809	2.61E-06	-1.171334546	-0.240555846	0.352346044
ZNF641pS426	CWC15	-0.676426028	5.94E-06	-0.969197286	-0.341265858	0.232430997
ZNF641pS426	DAGLB	0.35858235	4.26E-05	0.186877572	0.437261485	0.079231098
ZNF641pS426	EFR3A	0.352314092	3.90E-05	0.184437115	0.346923147	0.172482739
ZNF641pS426	FAM120C	0.486801698	3.76E-06	0.280471051	0.566421433	0.022165188
ZNF641pS426	GASK1B	-0.669697598	5.04E-05	-0.993495913	-0.532241853	0.050087465
ZNF641pS426	GAS7	0.597725936	1.14E-06	0.356955062	0.381308357	0.14504932
ZNF641pS426	NIPSNAP2	0.350056739	3.78E-05	0.183553061	0.517251848	0.033473188
ZNF641pS426	GNG7	0.539379101	5.11E-06	0.307551129	0.570581909	0.016762693
ZNF641pS426	GZMM	0.053453201	5.16E-10	0.036593861	0.281584517	0.499273663
ZNF641pS426	HEG1	0.843802261	3.10E-09	0.564745107	0.86461873	0.005590406
ZNF641pS426	HINT3	0.549420052	2.48E-08	0.356250835	0.512537981	0.035407695
ZNF641pS426	HLA-DMB	0.666952609	1.25E-06	0.397280311	0.632462441	0.011403122
ZNF641pS426	HMBOX1	-0.859034942	3.95E-05	-1.268641473	-0.188993699	0.653984635
ZNF641pS426	IFT57	-0.814043638	1.05E-05	-1.176182033	-0.158849017	0.621939424
ZNF641pS426	KIRREL1	0.458354851	7.88E-06	0.257306324	0.666876743	0.003455992
ZNF641pS426	KLHL26	-0.052876463	8.65E-07	-0.073940333	-0.697818763	0.036601153
ZNF641pS426	LCK	0.677347421	2.82E-05	0.360328141	0.182790735	0.514364001
ZNF641pS426	MED29	-0.451682303	3.27E-05	-0.664824058	-0.612041466	0.03441215
ZNF641pS426	MPC2	0.451274494	2.19E-07	0.280608547	0.678862247	0.00273139
ZNF641pS426	NAGPA	0.697689504	4.04E-07	0.427811587	0.729106042	0.010901742
ZNF641pS426	NME1	-0.384622501	1.21E-06	-0.53995209	-0.535107346	0.026869542
ZNF641pS426	NME6	-0.55290541	4.84E-05	-0.819620095	-0.480521514	0.190428285
ZNF641pS426	NPRL3	0.927387159	2.12E-07	0.577062683	0.423739043	0.149044485
ZNF641pS426	OPHN1	-0.967325696	4.27E-06	-1.3796656	-0.417756878	0.176595046
ZNF641pS426	OSMR	0.850018887	1.30E-08	0.557030145	0.674330994	0.022862924
ZNF641pS426	PCK2	0.296233363	2.93E-05	0.157295616	0.65544185	0.004285922
ZNF641pS426	PKNOX1	-0.539507197	2.94E-08	-0.730205259	-0.678495665	0.064335795
ZNF641pS426	PTCD1	0.593462985	1.14E-06	0.354442334	0.819283511	0.000610481
ZNF641pS426	PTPRS	0.813368959	3.59E-07	0.500139619	0.128530511	0.661456097
ZNF641pS426	RAB11B	0.281564631	5.11E-05	0.145322321	0.4647718	0.060147621
ZNF641pS426	RAB33B	0.406916287	3.96E-05	0.212870927	0.252793268	0.344854818
ZNF641pS426	RDH10	0.73751828	2.06E-05	0.398102214	0.36113207	0.154397892
ZNF641pS426	RECK	0.63727515	8.35E-09	0.420473366	0.638223174	0.007802679
ZNF641pS426	ROR2	0.861889158	3.55E-06	0.497511786	-0.013274439	0.965669437
ZNF641pS426	RTN1	0.609396749	8.59E-06	0.340991356	-0.027227332	0.917384679
ZNF641pS426	SAA1	-1.25860911	1.31E-05	-1.824568982	-0.775778458	0.023655281
ZNF641pS426	SLC9A7	-1.592384441	5.59E-06	-2.279651065	-0.686018584	0.060305566
ZNF641pS426	SMIM20	0.395162114	2.45E-07	0.24510661	0.614406146	0.008685239
ZNF641pS426	SPECC1L	0.381272866	1.35E-05	0.209563844	0.522588615	0.031381814
ZNF641pS426	SPPL2A	0.341316545	2.13E-05	0.183954556	0.529157896	0.028946811
ZNF641pS426	ST8SIA4	-1.319310341	3.32E-05	-1.94231325	-0.348646717	0.357810804
ZNF641pS426	STEAP2	0.602799835	1.52E-05	0.329658447	0.653713309	0.056175828
ZNF641pS426	TBC1D7	-1.328639865	1.80E-07	-1.827583253	-0.132310388	0.754798106
ZNF641pS426	TCF20	-0.761329808	1.45E-05	-1.105462282	-0.369744537	0.193198807
ZNF641pS426	TFEB	0.545964058	5.30E-07	0.332595694	0.263116159	0.324827532
ZNF641pS426	TLR1	0.518184826	9.66E-06	0.288651003	0.422109601	0.257749611
ZNF641pS426	TMEM205	0.326025554	1.23E-05	0.179869742	0.757003407	0.000434403
ZNF641pS426	VASN	0.474518958	6.82E-07	0.287253708	0.479723919	0.051331601
ZNF641pS426	VKORC1L1	0.428456233	1.05E-05	0.237893351	0.724915832	0.000993793
ZNF641pS426	ZNF512	0.526441228	1.26E-05	0.290192201	0.541295908	0.024832906
ZNF641pS426	ZNHIT2	-0.491602231	2.14E-05	-0.718333227	-0.350596489	0.240204915
PHF12pS131	BBLN	-2.394142235	3.67E-05	-3.531001666	-0.634310005	0.048864455
PHF12pS131	CASP14	-5.9621304	2.39E-05	-8.728154122	-0.739992422	0.005930623
PHF12pS131	CNNM2	-4.160519527	2.66E-10	-5.451350433	-0.824361934	0.003348539
PHF12pS131	RFLNB	2.881255272	4.74E-05	1.493121217	0.75093931	0.031768471
PHF12pS131	FBXL6	3.132547771	2.54E-05	1.67464019	0.730489302	0.039581202
PHF12pS131	FZR1	4.596183791	2.01E-07	2.863268648	0.603850678	0.028855393
PHF12pS131	HPS4	-3.478106135	3.39E-05	-5.122503971	-0.674553763	0.066509551
PHF12pS131	LIN7B	2.326809376	1.43E-05	1.27585243	0.443750352	0.23151102
PHF12pS131	LRRC42	-4.487404088	1.44E-05	-6.514676998	-0.664274493	0.006911972
PHF12pS131	PIGW	3.08037633	3.85E-05	1.613667318	0.758160671	0.017910218
PHF12pS131	TRIM9	3.273469632	9.09E-07	1.966849983	0.679824517	0.043941928
IWS1pS287	FAM83G	5.951863132	1.75E-09	4.014009662	0.578158899	0.079993226
IWS1pS287	LRP4	-1.703925867	2.42E-17	-2.098143573	-0.779399052	0.022594167
IWS1pS287	LZIC	1.075250082	5.02E-05	0.555493394	0.428437949	0.000298027
IWS1pS287	PAIP2B	8.245385557	2.55E-05	4.407337104	0.21119507	0.615626694
IWS1pS287	TENT2	-1.93040626	8.24E-06	-2.778944248	-0.652887959	6.86E-05
IWS1pS287	PLEKHM1	-2.596695729	1.07E-05	-3.752644952	-0.5033342	0.028029223
IWS1pS287	SLC6A9	1.870062953	4.34E-06	1.072323067	0.633063108	0.067238695
IWS1pS287	ZNF414	-1.17050414	4.45E-14	-1.474486417	-0.711110325	0.047969812
IWS1pS289	CADPS	7.250970716	1.37E-05	3.982892704	0.268326668	0.399087453
IWS1pS289	CCR5	-1.776146071	1.02E-05	-2.565004248	-0.572327695	0.138196485
IWS1pS289	CYP24A1	6.030228593	2.56E-05	3.222780519	0.411212444	0.271531408
IWS1pS289	DXO	-2.883430387	4.35E-16	-3.578690028	-0.952481021	0.000258782
IWS1pS289	FAM53C	0.767826132	3.15E-05	0.406242278	0.594044994	0.01524804
IWS1pS289	FAM83G	6.797909141	3.07E-11	4.792316488	0.604481534	0.0641504
IWS1pS289	IGHV3-64	3.780482942	4.29E-05	1.969500341	0.493653569	0.072818756
IWS1pS289	LRIF1	2.039330927	1.25E-05	1.124245153	0.185606345	0.525242516
IWS1pS289	LRP4	-2.24119045	1.25E-19	-2.725760143	-0.790099345	0.019632826
IWS1pS289	MORF4L2	1.966523969	3.86E-05	1.030052148	0.505378591	0.003731464
IWS1pS289	PAH	2.177970998	6.36E-06	1.232300551	0.049541489	0.907261586
IWS1pS289	PAIP2B	9.417451411	7.09E-06	5.30742324	0.235029494	0.575279219
IWS1pS289	PLEKHM1	-3.415459429	2.04E-05	-4.98658585	-0.454234836	0.050738179
IWS1pS289	SLC5A1	3.591280037	7.87E-06	2.016150294	0.740465472	0.022502908
IWS1pS289	SLC6A9	2.459712193	7.32E-06	1.384629259	0.608629498	0.081978375
IWS1pS289	TTC38	1.598600521	4.62E-05	0.829565546	0.403003413	0.000655938
IWS1pS289	YY1AP1	-3.459698246	1.77E-05	-5.039557758	-0.47441999	0.119153476
IWS1pS289	ZNF414	-1.539575607	4.59E-14	-1.939608384	-0.680601142	0.063192227
SORT1pS825	BCKDHB	2.34875421	2.74E-05	1.251166637	0.387585591	0.001303187
SORT1pS825	CERCAM	3.868105889	4.46E-07	2.366353708	0.545538679	0.001025268
SORT1pS825	CFAP57	0.304011955	9.64E-06	0.169361541	0.52370398	0.120269023
SORT1pS825	EAPP	-3.063618691	1.15E-05	-4.432344145	-0.744929558	0.033955952
SORT1pS825	FBXL4	-2.325485483	3.97E-06	-3.313553452	-0.652914452	0.011356418
SORT1pS825	MAP3K11	-7.744566732	1.39E-08	-10.41966203	-0.495632877	0.050899765
SORT1pS825	PKIB	-0.108351111	4.11E-05	-0.160132475	-0.564141656	0.113596682
SORT1pS825	TMEM126B	-7.907507153	6.01E-07	-11.01279042	-0.332485157	0.0386344
SORT1pS825	YY1AP1	-3.072132231	1.04E-06	-4.305108027	-0.873117524	0.000970238
SORT1pS825	ZMYM1	-7.891330746	2.15E-07	-10.8739282	-0.433457416	0.121540454
SDF4pT193	ADD2	1.601515281	1.14E-05	0.886182013	0.634798049	0.006189322
SDF4pT193	CDK6	-1.631908591	2.36E-08	-2.204775353	-0.647776156	0.009022171
SDF4pT193	CENPF	-2.086382299	4.38E-06	-2.976838469	-0.652878811	0.008322025
SDF4pT193	CEP170B	-1.643825783	3.32E-06	-2.336700707	-0.487252789	0.065443213
SDF4pT193	CSNK1A1	-0.770897846	4.69E-05	-1.142080922	-0.503723831	0.027888301
SDF4pT193	DHX36	-0.845440279	3.38E-05	-1.245098373	-0.634867868	0.003497544
SDF4pT193	EIF4G1	-0.570335885	3.52E-05	-0.840560278	-0.682250885	0.001290604
SDF4pT193	FXR1	-0.781028875	1.42E-06	-1.098441173	-0.492065625	0.032351486
SDF4pT193	GIGYF2	-1.250346899	8.74E-08	-1.70830495	-0.662235528	0.002007495
SDF4pT193	GNG7	1.485977173	5.32E-05	0.765292414	0.331990225	0.164945559
SDF4pT193	MED25	-2.035415492	6.70E-10	-2.681663474	-0.755763088	0.030076898
SDF4pT193	MLLT1	-1.704467026	2.06E-08	-2.300256147	-0.540753784	0.069470298
SDF4pT193	PUM1	-0.844890705	3.35E-05	-1.2440591	-0.44449412	0.056555996
SDF4pT193	NECTIN1	-1.876078635	4.01E-10	-2.464074512	-0.684786552	0.028903084
SDF4pT193	PWP1	-1.136425565	1.50E-07	-1.560447059	-0.579730172	0.011677948
SDF4pT193	QRICH1	-0.968964855	4.03E-06	-1.380924708	-0.71448502	0.000588113
SDF4pT193	RBM8A	-0.815973916	1.11E-06	-1.144242247	-0.51948519	0.022636862
SDF4pT193	RNASEH2C	-1.573501203	6.32E-06	-2.256483659	-0.275441662	0.253718204
SDF4pT193	SAYSD1	2.002687571	2.11E-05	1.079661953	0.565143645	0.144361824
SDF4pT193	SCAF1	-1.468907782	1.43E-05	-2.13240393	-0.403623617	0.152382576
SDF4pT193	SERPINA5	1.339795275	3.80E-06	0.7716289	0.706639704	0.050044495
SDF4pT193	SETD1A	-1.672414868	6.15E-06	-2.397408048	-0.332690641	0.208009535
SDF4pT193	SNIP1	-1.66760394	1.05E-06	-2.337134508	-0.55454784	0.031920416
SDF4pT193	SPATS2	-1.536596435	3.75E-06	-2.18780267	-0.364267119	0.221087175
SDF4pT193	TRIM28	-0.655822905	2.98E-05	-0.96370463	-0.41542934	0.076922156
SDF4pT193	U2AF1	-0.717562895	1.72E-05	-1.044795001	-0.451148149	0.05253012
SDF4pT193	WAC	-1.553225958	9.81E-08	-2.124357597	-0.741970648	0.005729304
SDF4pT193	ZGPAT	-1.685568369	1.31E-07	-2.311523845	-0.590164381	0.016101729
PANK2pS189	ATP13A4	-1.815088307	3.01E-06	-2.576800979	-0.448966603	0.027754328
PANK2pS189	CCDC9B	-1.846546302	3.99E-06	-2.631261366	-0.688400631	0.003193614
PANK2pS189	DENND10	0.780722025	3.90E-05	0.408711979	0.501275421	0.001151199
PANK2pS189	FKRP	-2.13688442	7.58E-07	-2.983691569	-0.733497899	0.024505486
PANK2pS189	SPIRE1	-5.448278643	4.16E-06	-7.768070136	-0.347106282	0.295629946
PANK2pS189	ZMYM1	-4.421617073	2.55E-05	-6.479733265	-0.401571623	0.195697483
ASPSCR1pS502	MGRN1	-0.534427145	5.11E-05	-0.793020785	-0.440911269	0.234866942
KDM1ApS69	FHL1	0.647539308	3.02E-06	0.375741719	0.544801945	0.10342793
KDM1ApS69	NCALD	0.595200622	4.11E-05	0.310740158	0.272373213	0.478294615
KDM1ApS69	SVEP1	0.749226758	1.55E-07	0.469318956	0.625849041	0.096947872
TNKS1BP1pS1666	CBLL1	2.214550814	3.28E-05	1.169493184	0.582192096	0.004472572
TNKS1BP1pS1666	METTL3	1.48621683	3.48E-05	0.782498647	0.348101165	0.015329212
TNKS1BP1pS1666	WDR61	0.544926569	1.52E-06	0.322794637	0.568221381	2.52E-05
NRSN2pS157	MRPL48	0.369183289	2.22E-06	0.216269344	0.302736727	0.466097155
NRSN2pS157	SLC30A1	0.533234179	6.66E-06	0.301212913	0.252592813	0.546148141
NRSN2pS157	TOMM22	0.301020944	4.58E-05	0.156285597	0.190185557	0.651907667
JPT2pS69	DCUN1D5	-0.988694039	2.41E-05	-1.44757571	-0.457148259	0.254781006
JPT2pS69	IGLV2-11	-0.927197638	3.92E-06	-1.320915937	-0.889137237	0.003129458
UBN1pS493	CDC42BPG	1.080299786	3.97E-05	0.565055841	0.523440227	0.031057583
UBN1pS493	PKNOX1	-0.95722452	3.67E-06	-1.362481215	-0.757869487	0.006884582
UBN1pS493	SHROOM2	1.720097037	1.13E-05	0.95220035	0.30480427	0.425144604
JPT1pS87	ABCB11	-3.341065056	8.06E-06	-4.808118928	-0.703175453	0.007333126
JPT1pS87	GRK3	3.839273069	6.32E-08	2.448222822	0.621371361	0.007755857
JPT1pS87	CCL20	-3.208990002	1.86E-07	-4.415426671	-0.400087983	0.285989202
JPT1pS87	CHN2	3.516589678	3.09E-08	2.271659138	0.861611459	0.001353228
JPT1pS87	CLDN10	-3.268216165	3.83E-10	-4.291317194	-0.717342469	0.029591453
JPT1pS87	FGFBP1	-1.117901559	1.40E-05	-1.62233085	-0.494654193	0.175823063
JPT1pS87	GPR155	4.423091786	1.61E-05	2.412959988	0.524179596	0.147441527
JPT1pS87	PCSK1N	1.767918987	1.09E-05	0.980284022	0.592097936	0.033007097
JPT1pS87	PDE1C	4.725841446	8.74E-07	2.842505781	0.862432655	0.005855528
JPT1pS87	SIRPB1	-1.818815982	1.46E-06	-2.559001357	-0.303631951	0.464713013
JPT1pS87	TMEM134	-1.872281997	1.25E-10	-2.442701504	-0.680664097	0.063158221
PACSIN3pS319	CD177	-1.227460413	1.91E-05	-1.790225608	-0.825013304	0.006191015
PACSIN3pS319	CD3D	-0.854169413	5.48E-10	-1.123987153	-0.621811933	0.030872464
PACSIN3pS319	KIAA0513	0.584203253	1.91E-05	0.316363236	0.70962833	0.002076112
PACSIN3pS319	ZNF546	1.036417804	2.47E-07	0.642727492	0.311150774	0.453153632
SYNPO2pS906	ARHGAP6	2.968218727	1.62E-15	2.238046107	0.761325212	0.028196573
SYNPO2pS906	BMPER	-12.33593438	4.22E-06	-17.59195378	-0.362763731	0.377135649
SYNPO2pS906	MECOM	-3.155209741	3.05E-12	-4.041756519	-0.857042131	0.003153611
SYNPO2pS906	SDCCAG8	-1.954233289	1.88E-05	-2.849460748	-0.640541019	0.000319336
SYNPO2pS906	TNRC6C	4.428873473	1.18E-06	2.642425478	0.690961522	0.057741496
HDAC5pS611	MRPS9	0.666292774	4.51E-05	0.346172186	0.152641587	0.635786243
HDAC5pS611	NDUFAF6	1.1155483	3.23E-05	0.589545174	0.58651978	0.045014872
HDAC5pS611	SMARCA1	1.13169938	2.02E-05	0.611304012	0.66724238	0.024900029
HDAC5pS611	TOMM40L	1.170843918	1.80E-06	0.690193206	0.490968948	0.179567894
CCDC9pS386	CAP2	2.399257915	6.40E-06	1.357196628	-0.137836503	0.723609574
CCDC9pS386	EML1	1.77172021	9.40E-07	1.063603224	0.412322221	0.207604159
CCDC9pS386	SNAPIN	1.029543885	3.31E-05	0.543469828	0.35684837	0.281353216
CCDC9pS386	STARD10	2.349891358	8.64E-10	1.598895086	0.675897808	0.022429159
TJP3pS856	DNAJC19	1.612549621	2.29E-05	0.866220171	0.356966567	0.062217502
SNAP23pS5	ARHGAP17	0.143070236	4.94E-07	0.087305883	0.293824382	0.287807571
SNAP23pS5	ARHGEF10	0.235934218	2.29E-05	0.126739414	0.54673183	0.03494513
SNAP23pS5	BNIP3	-0.333191394	1.28E-06	-0.468056869	-0.505266889	0.136303863
SNAP23pS5	CLEC3B	0.268620175	1.70E-05	0.146211118	0.077368156	0.784038274
SNAP23pS5	MVK	-0.301422623	2.23E-05	-0.440732833	-0.144300831	0.638115918
SNAP23pS5	NLRP2	0.517630654	2.47E-11	0.365639825	0.361584737	0.338994535
SNAP23pS5	RNF40	0.290105879	2.43E-06	0.169482973	0.562148612	0.029172067
SNAP23pS5	SH3PXD2B	0.323411243	1.21E-05	0.178555568	0.001734525	0.995304609
SNAP23pS5	TMEM41B	-0.495230789	1.10E-05	-0.715960982	-0.385548961	0.155823249
SNAP23pS5	TUBG1	0.102284698	1.14E-05	0.056599285	0.342325114	0.21167939
SNAP23pS5	UBE2A	0.191341801	3.87E-05	0.100209536	0.498156948	0.058774996
SNAP23pS5	WDR61	0.084427424	7.66E-06	0.047446109	0.815791431	0.000208867
KRT18pS399	GTF3C3	-0.770798186	3.32E-05	-1.134773813	-0.30282204	0.272600168
SPP1pS254	ERCC6L	-3.270547187	1.19E-05	-4.734399112	-0.963173356	0.000121438
SPP1pS254	PKP1	-3.935487994	1.77E-05	-5.732733267	-0.592713267	0.042254399
SPP1pS254	SPPL2B	2.515830492	2.79E-05	1.339006401	0.483820644	0.079618963
SPP1pS254	TNFRSF10A	2.353607873	1.91E-05	1.27467046	0.784640148	0.021111327
SRFpS221	IRF4	-3.295410938	2.81E-05	-4.837496763	-0.770470525	0.001261139
COL6A3pS162	PALM2AKAP2	1.465170002	3.86E-09	0.977608179	0.677672287	0.000381157
